"","V1"
"14878",4
"14879",10
"14880",5
"14881",5
"14882",7
"14883",9
"14884",3
"14885",5
"14886",8
"14887",2
"14888",8
"14889",8
"14890",8
"14891",8
"14892",8
"14893",3
"14894",8
"14895",9
"14896",9
"14897",5
"14898",9
"14899",9
"14900",8
"14901",8
"14902",3
"14903",8
"14904",1
"14905",1
"14906",8
"14907",1
"14908",8
"14909",5
"14910",3
"14911",7
"14912",7
"14913",8
"14914",8
"14915",1
"14916",9
"14917",9
"14918",8
"14919",8
"14920",8
"14921",5
"14922",5
"14923",8
"14924",8
"14925",8
"14926",3
"14927",9
"14928",3
"14929",9
"14930",8
"14931",8
"14932",7
"14933",5
"14934",8
"14935",9
"14936",5
"14937",8
"14938",8
"14939",5
"14940",9
"14941",8
"14942",8
"14943",8
"14944",8
"14945",7
"14946",8
"14947",8
"14948",8
"14949",8
"14950",1
"14951",8
"14952",5
"14953",5
"14954",4
"14955",7
"14956",8
"14957",8
"14958",7
"14959",7
"14960",8
"14961",8
"14962",8
"14963",7
"14964",5
"14965",4
"14966",8
"14967",8
"14968",2
"14969",7
"14970",5
"14971",8
"14972",2
"14973",8
"14974",5
"14975",7
"14976",1
"14977",8
"14978",8
"14979",7
"14980",1
"14981",2
"14982",9
"14983",5
"14984",8
"14985",2
"14986",9
"14987",9
"14988",1
"14989",7
"14990",9
"14991",9
"14992",5
"14993",2
"14994",8
"14995",9
"14996",9
"14997",5
"14998",9
"14999",10
"15000",9
"15001",7
"15002",8
"15003",8
"15004",8
"15005",5
"15006",8
"15007",7
"15008",3
"15009",9
"15010",8
"15011",5
"15012",8
"15013",9
"15014",8
"15015",5
"15016",5
"15017",8
"15018",9
"15019",9
"15020",9
"15021",4
"15022",1
"15023",8
"15024",8
"15025",9
"15026",7
"15027",9
"15028",8
"15029",1
"15030",8
"15031",9
"15032",8
"15033",9
"15034",8
"15035",5
"15036",8
"15037",5
"15038",1
"15039",1
"15040",8
"15041",5
"15042",3
"15043",9
"15044",9
"15045",8
"15046",2
"15047",9
"15048",7
"15049",8
"15050",3
"15051",7
"15052",8
"15053",2
"15054",8
"15055",5
"15056",5
"15057",9
"15058",10
"15059",8
"15060",8
"15061",9
"15062",8
"15063",7
"15064",1
"15065",8
"15066",9
"15067",10
"15068",8
"15069",9
"15070",8
"15071",5
"15072",8
"15073",8
"15074",3
"15075",8
"15076",6
"15077",9
"15078",9
"15079",9
"15080",9
"15081",8
"15082",9
"15083",5
"15084",8
"15085",3
"15086",3
"15087",5
"15088",8
"15089",3
"15090",8
"15091",5
"15092",5
"15093",7
"15094",5
"15095",8
"15096",9
"15097",7
"15098",10
"15099",1
"15100",10
"15101",1
"15102",8
"15103",8
"15104",8
"15105",9
"15106",8
"15107",9
"15108",3
"15109",9
"15110",3
"15111",4
"15112",7
"15113",1
"15114",8
"15115",8
"15116",1
"15117",9
"15118",5
"15119",5
"15120",8
"15121",5
"15122",8
"15123",3
"15124",1
"15125",9
"15126",4
"15127",5
"15128",5
"15129",5
"15130",8
"15131",7
"15132",2
"15133",9
"15134",8
"15135",9
"15136",7
"15137",5
"15138",5
"15139",5
"15140",8
"15141",8
"15142",2
"15143",5
"15144",5
"15145",9
"15146",8
"15147",2
"15148",9
"15149",8
"15150",8
"15151",4
"15152",5
"15153",1
"15154",8
"15155",5
"15156",8
"15157",8
"15158",7
"15159",1
"15160",5
"15161",1
"15162",9
"15163",2
"15164",5
"15165",8
"15166",8
"15167",1
"15168",8
"15169",9
"15170",3
"15171",7
"15172",8
"15173",8
"15174",8
"15175",9
"15176",7
"15177",5
"15178",5
"15179",8
"15180",9
"15181",3
"15182",8
"15183",2
"15184",8
"15185",9
"15186",3
"15187",3
"15188",9
"15189",9
"15190",5
"15191",5
"15192",4
"15193",5
"15194",5
"15195",4
"15196",8
"15197",8
"15198",7
"15199",5
"15200",5
"15201",3
"15202",1
"15203",5
"15204",2
"15205",7
"15206",8
"15207",1
"15208",8
"15209",8
"15210",3
"15211",5
"15212",8
"15213",7
"15214",5
"15215",5
"15216",9
"15217",5
"15218",5
"15219",8
"15220",8
"15221",3
"15222",8
"15223",8
"15224",5
"15225",5
"15226",2
"15227",7
"15228",9
"15229",5
"15230",9
"15231",9
"15232",8
"15233",8
"15234",9
"15235",9
"15236",3
"15237",9
"15238",9
"15239",5
"15240",5
"15241",5
"15242",8
"15243",3
"15244",4
"15245",1
"15246",5
"15247",5
"15248",8
"15249",5
"15250",5
"15251",8
"15252",9
"15253",6
"15254",7
"15255",8
"15256",1
"15257",8
"15258",5
"15259",5
"15260",10
"15261",8
"15262",5
"15263",8
"15264",5
"15265",5
"15266",3
"15267",7
"15268",8
"15269",1
"15270",8
"15271",5
"15272",8
"15273",8
"15274",2
"15275",1
"15276",8
"15277",3
"15278",7
"15279",8
"15280",7
"15281",5
"15282",8
"15283",5
"15284",8
"15285",3
"15286",5
"15287",8
"15288",5
"15289",8
"15290",8
"15291",8
"15292",2
"15293",8
"15294",8
"15295",5
"15296",7
"15297",9
"15298",9
"15299",1
"15300",4
"15301",9
"15302",5
"15303",8
"15304",9
"15305",9
"15306",5
"15307",8
"15308",5
"15309",5
"15310",8
"15311",5
"15312",5
"15313",9
"15314",8
"15315",3
"15316",9
"15317",8
"15318",8
"15319",2
"15320",5
"15321",9
"15322",5
"15323",3
"15324",9
"15325",9
"15326",7
"15327",10
"15328",9
"15329",8
"15330",2
"15331",1
"15332",8
"15333",9
"15334",8
"15335",3
"15336",3
"15337",5
"15338",1
"15339",5
"15340",8
"15341",9
"15342",1
"15343",9
"15344",7
"15345",5
"15346",9
"15347",10
"15348",3
"15349",8
"15350",8
"15351",1
"15352",7
"15353",9
"15354",4
"15355",3
"15356",5
"15357",9
"15358",5
"15359",8
"15360",3
"15361",5
"15362",3
"15363",3
"15364",7
"15365",5
"15366",8
"15367",2
"15368",5
"15369",9
"15370",8
"15371",5
"15372",5
"15373",7
"15374",8
"15375",8
"15376",9
"15377",9
"15378",7
"15379",9
"15380",8
"15381",3
"15382",5
"15383",8
"15384",5
"15385",7
"15386",5
"15387",8
"15388",5
"15389",5
"15390",3
"15391",5
"15392",5
"15393",5
"15394",8
"15395",5
"15396",5
"15397",9
"15398",9
"15399",8
"15400",5
"15401",5
"15402",8
"15403",8
"15404",1
"15405",5
"15406",7
"15407",5
"15408",2
"15409",1
"15410",8
"15411",8
"15412",8
"15413",8
"15414",9
"15415",8
"15416",9
"15417",8
"15418",7
"15419",9
"15420",8
"15421",5
"15422",9
"15423",8
"15424",8
"15425",9
"15426",9
"15427",8
"15428",5
"15429",9
"15430",2
"15431",5
"15432",5
"15433",8
"15434",9
"15435",5
"15436",7
"15437",8
"15438",5
"15439",9
"15440",2
"15441",9
"15442",5
"15443",9
"15444",5
"15445",5
"15446",8
"15447",8
"15448",5
"15449",9
"15450",8
"15451",1
"15452",8
"15453",8
"15454",5
"15455",7
"15456",3
"15457",8
"15458",5
"15459",5
"15460",5
"15461",8
"15462",2
"15463",9
"15464",9
"15465",8
"15466",9
"15467",4
"15468",5
"15469",4
"15470",8
"15471",8
"15472",9
"15473",8
"15474",8
"15475",5
"15476",9
"15477",1
"15478",8
"15479",5
"15480",8
"15481",5
"15482",7
"15483",8
"15484",8
"15485",3
"15486",8
"15487",2
"15488",5
"15489",5
"15490",8
"15491",5
"15492",8
"15493",8
"15494",2
"15495",8
"15496",8
"15497",9
"15498",7
"15499",8
"15500",1
"15501",3
"15502",8
"15503",8
"15504",1
"15505",2
"15506",5
"15507",1
"15508",7
"15509",8
"15510",5
"15511",2
"15512",5
"15513",8
"15514",5
"15515",5
"15516",7
"15517",5
"15518",1
"15519",5
"15520",9
"15521",8
"15522",8
"15523",5
"15524",7
"15525",1
"15526",8
"15527",5
"15528",5
"15529",2
"15530",8
"15531",9
"15532",4
"15533",9
"15534",9
"15535",8
"15536",9
"15537",8
"15538",8
"15539",5
"15540",9
"15541",5
"15542",8
"15543",8
"15544",9
"15545",8
"15546",8
"15547",8
"15548",7
"15549",7
"15550",1
"15551",9
"15552",8
"15553",2
"15554",7
"15555",2
"15556",1
"15557",8
"15558",9
"15559",3
"15560",5
"15561",2
"15562",8
"15563",9
"15564",8
"15565",9
"15566",8
"15567",8
"15568",8
"15569",5
"15570",7
"15571",7
"15572",5
"15573",5
"15574",9
"15575",9
"15576",2
"15577",8
"15578",5
"15579",8
"15580",8
"15581",3
"15582",3
"15583",2
"15584",5
"15585",8
"15586",9
"15587",8
"15588",9
"15589",1
"15590",1
"15591",10
"15592",4
"15593",5
"15594",9
"15595",9
"15596",8
"15597",8
"15598",8
"15599",5
"15600",8
"15601",2
"15602",7
"15603",7
"15604",8
"15605",9
"15606",5
"15607",1
"15608",5
"15609",1
"15610",1
"15611",5
"15612",1
"15613",3
"15614",8
"15615",5
"15616",5
"15617",5
"15618",1
"15619",8
"15620",9
"15621",7
"15622",9
"15623",8
"15624",5
"15625",8
"15626",5
"15627",8
"15628",3
"15629",9
"15630",7
"15631",5
"15632",5
"15633",8
"15634",8
"15635",7
"15636",9
"15637",5
"15638",8
"15639",1
"15640",8
"15641",2
"15642",8
"15643",8
"15644",4
"15645",8
"15646",9
"15647",9
"15648",3
"15649",8
"15650",5
"15651",3
"15652",3
"15653",4
"15654",5
"15655",8
"15656",1
"15657",9
"15658",8
"15659",8
"15660",1
"15661",8
"15662",9
"15663",8
"15664",8
"15665",3
"15666",9
"15667",5
"15668",3
"15669",8
"15670",7
"15671",4
"15672",5
"15673",5
"15674",8
"15675",7
"15676",9
"15677",8
"15678",5
"15679",8
"15680",1
"15681",7
"15682",9
"15683",7
"15684",8
"15685",3
"15686",7
"15687",8
"15688",3
"15689",5
"15690",9
"15691",9
"15692",7
"15693",9
"15694",7
"15695",5
"15696",1
"15697",8
"15698",8
"15699",7
"15700",5
"15701",1
"15702",3
"15703",8
"15704",8
"15705",3
"15706",2
"15707",5
"15708",10
"15709",3
"15710",9
"15711",8
"15712",7
"15713",8
"15714",9
"15715",7
"15716",8
"15717",5
"15718",7
"15719",5
"15720",8
"15721",9
"15722",8
"15723",8
"15724",9
"15725",8
"15726",9
"15727",9
"15728",5
"15729",8
"15730",4
"15731",8
"15732",8
"15733",5
"15734",8
"15735",9
"15736",1
"15737",8
"15738",9
"15739",5
"15740",5
"15741",5
"15742",4
"15743",2
"15744",9
"15745",8
"15746",2
"15747",5
"15748",9
"15749",3
"15750",7
"15751",8
"15752",9
"15753",8
"15754",8
"15755",4
"15756",5
"15757",5
"15758",8
"15759",1
"15760",5
"15761",7
"15762",8
"15763",8
"15764",8
"15765",10
"15766",3
"15767",2
"15768",8
"15769",9
"15770",8
"15771",5
"15772",9
"15773",8
"15774",7
"15775",9
"15776",9
"15777",8
"15778",5
"15779",9
"15780",8
"15781",10
"15782",3
"15783",9
"15784",3
"15785",5
"15786",9
"15787",2
"15788",9
"15789",7
"15790",7
"15791",9
"15792",8
"15793",8
"15794",1
"15795",3
"15796",1
"15797",8
"15798",5
"15799",5
"15800",8
"15801",9
"15802",9
"15803",2
"15804",1
"15805",5
"15806",5
"15807",5
"15808",9
"15809",8
"15810",9
"15811",3
"15812",3
"15813",9
"15814",5
"15815",8
"15816",8
"15817",9
"15818",8
"15819",3
"15820",8
"15821",1
"15822",8
"15823",5
"15824",7
"15825",8
"15826",7
"15827",7
"15828",8
"15829",8
"15830",4
"15831",8
"15832",5
"15833",3
"15834",7
"15835",2
"15836",5
"15837",5
"15838",8
"15839",9
"15840",2
"15841",3
"15842",1
"15843",8
"15844",9
"15845",8
"15846",5
"15847",8
"15848",8
"15849",5
"15850",4
"15851",8
"15852",7
"15853",7
"15854",9
"15855",5
"15856",8
"15857",1
"15858",5
"15859",5
"15860",8
"15861",8
"15862",10
"15863",4
"15864",9
"15865",8
"15866",8
"15867",9
"15868",7
"15869",7
"15870",8
"15871",8
"15872",1
"15873",8
"15874",5
"15875",5
"15876",8
"15877",9
"15878",5
"15879",9
"15880",8
"15881",8
"15882",8
"15883",7
"15884",3
"15885",10
"15886",8
"15887",7
"15888",3
"15889",8
"15890",7
"15891",1
"15892",9
"15893",8
"15894",3
"15895",8
"15896",5
"15897",5
"15898",9
"15899",8
"15900",5
"15901",3
"15902",5
"15903",5
"15904",1
"15905",5
"15906",9
"15907",8
"15908",8
"15909",8
"15910",3
"15911",1
"15912",9
"15913",9
"15914",8
"15915",7
"15916",8
"15917",4
"15918",8
"15919",5
"15920",5
"15921",3
"15922",5
"15923",8
"15924",5
"15925",2
"15926",10
"15927",4
"15928",1
"15929",8
"15930",3
"15931",3
"15932",8
"15933",9
"15934",7
"15935",9
"15936",10
"15937",8
"15938",8
"15939",7
"15940",3
"15941",8
"15942",8
"15943",5
"15944",9
"15945",9
"15946",8
"15947",9
"15948",7
"15949",5
"15950",3
"15951",5
"15952",3
"15953",8
"15954",1
"15955",3
"15956",5
"15957",3
"15958",5
"15959",9
"15960",7
"15961",4
"15962",1
"15963",5
"15964",5
"15965",1
"15966",8
"15967",1
"15968",5
"15969",8
"15970",8
"15971",5
"15972",10
"15973",1
"15974",4
"15975",5
"15976",9
"15977",5
"15978",9
"15979",1
"15980",10
"15981",9
"15982",8
"15983",9
"15984",2
"15985",5
"15986",9
"15987",8
"15988",5
"15989",3
"15990",8
"15991",8
"15992",5
"15993",1
"15994",2
"15995",8
"15996",8
"15997",5
"15998",5
"15999",7
"16000",9
"16001",9
"16002",2
"16003",4
"16004",8
"16005",8
"16006",3
"16007",5
"16008",8
"16009",8
"16010",5
"16011",1
"16012",8
"16013",5
"16014",9
"16015",9
"16016",7
"16017",1
"16018",5
"16019",8
"16020",8
"16021",7
"16022",8
"16023",5
"16024",3
"16025",5
"16026",7
"16027",7
"16028",8
"16029",8
"16030",5
"16031",10
"16032",8
"16033",8
"16034",8
"16035",8
"16036",2
"16037",8
"16038",5
"16039",6
"16040",8
"16041",1
"16042",9
"16043",8
"16044",5
"16045",5
"16046",8
"16047",3
"16048",8
"16049",10
"16050",7
"16051",2
"16052",2
"16053",4
"16054",9
"16055",9
"16056",8
"16057",8
"16058",1
"16059",8
"16060",4
"16061",8
"16062",5
"16063",7
"16064",5
"16065",4
"16066",5
"16067",8
"16068",8
"16069",7
"16070",8
"16071",5
"16072",8
"16073",9
"16074",2
"16075",5
"16076",9
"16077",5
"16078",5
"16079",8
"16080",7
"16081",9
"16082",7
"16083",5
"16084",7
"16085",9
"16086",9
"16087",2
"16088",8
"16089",9
"16090",9
"16091",5
"16092",8
"16093",8
"16094",7
"16095",1
"16096",8
"16097",5
"16098",7
"16099",8
"16100",5
"16101",7
"16102",8
"16103",9
"16104",8
"16105",8
"16106",9
"16107",8
"16108",8
"16109",8
"16110",2
"16111",8
"16112",9
"16113",7
"16114",8
"16115",9
"16116",8
"16117",8
"16118",8
"16119",8
"16120",8
"16121",7
"16122",2
"16123",5
"16124",5
"16125",8
"16126",9
"16127",5
"16128",9
"16129",8
"16130",8
"16131",8
"16132",8
"16133",5
"16134",8
"16135",9
"16136",8
"16137",9
"16138",5
"16139",5
"16140",7
"16141",8
"16142",9
"16143",8
"16144",1
"16145",7
"16146",8
"16147",3
"16148",8
"16149",1
"16150",9
"16151",5
"16152",3
"16153",8
"16154",8
"16155",8
"16156",3
"16157",5
"16158",8
"16159",8
"16160",8
"16161",10
"16162",2
"16163",9
"16164",9
"16165",2
"16166",8
"16167",8
"16168",8
"16169",8
"16170",9
"16171",7
"16172",9
"16173",5
"16174",3
"16175",1
"16176",9
"16177",5
"16178",8
"16179",8
"16180",7
"16181",2
"16182",5
"16183",8
"16184",7
"16185",7
"16186",8
"16187",5
"16188",8
"16189",8
"16190",5
"16191",7
"16192",8
"16193",8
"16194",8
"16195",5
"16196",5
"16197",9
"16198",5
"16199",9
"16200",1
"16201",8
"16202",2
"16203",5
"16204",9
"16205",9
"16206",8
"16207",9
"16208",8
"16209",9
"16210",4
"16211",5
"16212",8
"16213",8
"16214",5
"16215",5
"16216",2
"16217",5
"16218",5
"16219",7
"16220",8
"16221",5
"16222",5
"16223",7
"16224",8
"16225",9
"16226",5
"16227",8
"16228",9
"16229",9
"16230",4
"16231",3
"16232",3
"16233",5
"16234",1
"16235",1
"16236",5
"16237",8
"16238",3
"16239",5
"16240",9
"16241",8
"16242",8
"16243",8
"16244",5
"16245",1
"16246",8
"16247",9
"16248",7
"16249",5
"16250",8
"16251",9
"16252",9
"16253",8
"16254",8
"16255",9
"16256",10
"16257",5
"16258",9
"16259",1
"16260",9
"16261",9
"16262",7
"16263",9
"16264",3
"16265",9
"16266",8
"16267",8
"16268",2
"16269",7
"16270",9
"16271",9
"16272",9
"16273",8
"16274",5
"16275",8
"16276",1
"16277",7
"16278",5
"16279",9
"16280",7
"16281",9
"16282",5
"16283",4
"16284",9
"16285",1
"16286",8
"16287",7
"16288",9
"16289",8
"16290",5
"16291",8
"16292",1
"16293",10
"16294",8
"16295",5
"16296",8
"16297",10
"16298",4
"16299",5
"16300",3
"16301",8
"16302",9
"16303",7
"16304",7
"16305",8
"16306",9
"16307",8
"16308",2
"16309",8
"16310",9
"16311",9
"16312",8
"16313",7
"16314",8
"16315",9
"16316",3
"16317",2
"16318",8
"16319",1
"16320",8
"16321",9
"16322",5
"16323",5
"16324",5
"16325",8
"16326",9
"16327",8
"16328",9
"16329",1
"16330",1
"16331",8
"16332",8
"16333",10
"16334",2
"16335",8
"16336",9
"16337",8
"16338",3
"16339",2
"16340",9
"16341",8
"16342",8
"16343",5
"16344",8
"16345",1
"16346",5
"16347",8
"16348",9
"16349",9
"16350",10
"16351",2
"16352",5
"16353",3
"16354",8
"16355",9
"16356",8
"16357",8
"16358",3
"16359",9
"16360",9
"16361",9
"16362",9
"16363",5
"16364",8
"16365",3
"16366",8
"16367",2
"16368",5
"16369",5
"16370",3
"16371",5
"16372",7
"16373",8
"16374",7
"16375",8
"16376",10
"16377",9
"16378",3
"16379",8
"16380",1
"16381",8
"16382",3
"16383",8
"16384",5
"16385",1
"16386",9
"16387",5
"16388",5
"16389",7
"16390",7
"16391",8
"16392",8
"16393",1
"16394",4
"16395",9
"16396",3
"16397",5
"16398",8
"16399",3
"16400",8
"16401",2
"16402",8
"16403",8
"16404",8
"16405",1
"16406",5
"16407",8
"16408",8
"16409",8
"16410",8
"16411",7
"16412",5
"16413",7
"16414",5
"16415",5
"16416",8
"16417",5
"16418",8
"16419",4
"16420",9
"16421",8
"16422",3
"16423",5
"16424",5
"16425",8
"16426",3
"16427",9
"16428",5
"16429",1
"16430",9
"16431",8
"16432",8
"16433",5
"16434",9
"16436",4
"16437",4
"16438",4
"16439",4
"16440",4
"16441",4
"16442",4
"16443",9
"16444",4
"16445",1
"16446",4
"16447",8
"16448",6
"16449",4
"16450",9
"16451",4
"16452",4
"16453",4
"16454",9
"16455",2
"16456",4
"16457",4
"16458",6
"16459",4
"16460",4
"16461",6
"16462",9
"16463",6
"16464",5
"16465",4
"16466",8
"16467",4
"16468",5
"16469",1
"16470",4
"16471",5
"16472",6
"16473",5
"16474",1
"16475",4
"16476",6
"16477",4
"16478",4
"16479",4
"16480",5
"16481",4
"16482",5
"16483",1
"16484",4
"16485",6
"16486",4
"16487",3
"16488",4
"16489",9
"16490",4
"16491",5
"16492",4
"16493",4
"16494",1
"16495",4
"16496",3
"16497",6
"16498",4
"16499",4
"16500",9
"16501",5
"16502",2
"16503",5
"16504",4
"16505",9
"16506",6
"16507",4
"16508",1
"16509",5
"16510",4
"16511",5
"16512",1
"16513",5
"16514",7
"16515",5
"16516",8
"16517",4
"16518",4
"16519",5
"16520",6
"16521",4
"16522",9
"16523",6
"16524",4
"16525",4
"16526",9
"16527",4
"16528",4
"16529",7
"16530",6
"16531",7
"16532",4
"16533",4
"16534",6
"16535",4
"16536",5
"16537",4
"16538",5
"16539",1
"16540",5
"16541",5
"16542",4
"16543",1
"16544",1
"16545",6
"16546",5
"16547",4
"16548",5
"16549",4
"16550",1
"16551",1
"16552",6
"16553",4
"16554",4
"16555",4
"16556",1
"16557",6
"16558",1
"16559",4
"16560",7
"16561",8
"16562",1
"16563",4
"16564",6
"16565",6
"16566",4
"16567",1
"16568",5
"16569",4
"16570",1
"16571",5
"16572",6
"16573",6
"16574",5
"16575",6
"16576",4
"16577",4
"16578",4
"16579",5
"16580",5
"16581",10
"16582",4
"16583",4
"16584",4
"16585",4
"16586",5
"16587",4
"16588",5
"16589",5
"16590",4
"16591",6
"16592",4
"16593",4
"16594",6
"16595",5
"16596",4
"16597",4
"16598",4
"16599",6
"16600",6
"16601",8
"16602",4
"16603",4
"16604",4
"16605",4
"16606",9
"16607",5
"16608",6
"16609",1
"16610",6
"16611",4
"16612",4
"16613",5
"16614",4
"16615",5
"16616",4
"16617",1
"16618",9
"16619",4
"16620",6
"16621",1
"16622",1
"16623",1
"16624",1
"16625",4
"16626",9
"16627",9
"16628",4
"16629",6
"16630",4
"16631",5
"16632",6
"16633",6
"16634",5
"16635",4
"16636",4
"16637",4
"16638",4
"16639",5
"16640",6
"16641",5
"16642",6
"16643",9
"16644",4
"16645",4
"16646",4
"16647",5
"16648",4
"16649",4
"16650",5
"16651",1
"16652",4
"16653",5
"16654",4
"16655",4
"16656",2
"16657",1
"16658",4
"16659",6
"16660",6
"16661",4
"16662",4
"16663",1
"16664",4
"16665",6
"16666",5
"16667",4
"16668",4
"16669",4
"16670",1
"16671",9
"16672",4
"16673",5
"16674",8
"16675",4
"16676",4
"16677",4
"16678",4
"16679",4
"16680",4
"16681",6
"16682",5
"16683",2
"16684",4
"16685",4
"16686",4
"16687",7
"16688",1
"16689",6
"16690",1
"16691",4
"16692",5
"16693",4
"16694",4
"16695",5
"16696",8
"16697",4
"16698",5
"16699",1
"16700",5
"16701",4
"16702",5
"16703",4
"16704",5
"16705",9
"16706",1
"16707",6
"16708",6
"16709",4
"16710",1
"16711",4
"16712",4
"16713",6
"16714",4
"16715",4
"16716",8
"16717",4
"16718",6
"16719",5
"16720",6
"16721",6
"16722",1
"16723",5
"16724",7
"16725",1
"16726",5
"16727",4
"16728",4
"16729",4
"16730",1
"16731",6
"16732",4
"16733",4
"16734",4
"16735",4
"16736",8
"16737",4
"16738",6
"16739",4
"16740",6
"16741",5
"16742",4
"16743",4
"16744",5
"16745",4
"16746",9
"16747",5
"16748",4
"16749",4
"16750",4
"16751",1
"16752",2
"16753",4
"16754",4
"16755",2
"16756",4
"16757",7
"16758",6
"16759",1
"16760",4
"16761",4
"16762",9
"16763",6
"16764",6
"16765",1
"16766",4
"16767",4
"16768",6
"16769",4
"16770",4
"16771",2
"16772",8
"16773",5
"16774",4
"16775",4
"16776",5
"16777",4
"16778",4
"16779",4
"16780",1
"16781",8
"16782",1
"16783",4
"16784",5
"16785",5
"16786",4
"16787",1
"16788",4
"16789",4
"16790",4
"16791",5
"16792",4
"16793",4
"16794",5
"16795",6
"16796",4
"16797",1
"16798",4
"16799",5
"16800",5
"16801",5
"16802",4
"16803",1
"16804",1
"16805",5
"16806",4
"16807",4
"16808",4
"16809",4
"16810",4
"16811",4
"16812",1
"16813",6
"16814",1
"16815",1
"16816",4
"16817",9
"16818",4
"16819",4
"16820",6
"16821",4
"16822",4
"16823",6
"16824",4
"16825",9
"16826",4
"16827",4
"16828",4
"16829",4
"16830",4
"16831",4
"16832",4
"16833",4
"16834",4
"16835",6
"16836",4
"16837",5
"16838",6
"16839",4
"16840",1
"16841",4
"16842",4
"16843",4
"16844",9
"16845",4
"16846",4
"16847",4
"16848",4
"16849",4
"16850",4
"16851",6
"16852",4
"16853",4
"16854",4
"16855",4
"16856",5
"16857",4
"16858",6
"16859",5
"16860",4
"16861",4
"16862",5
"16863",5
"16864",1
"16865",4
"16866",5
"16867",4
"16868",5
"16869",4
"16870",8
"16871",6
"16872",6
"16873",1
"16874",4
"16875",4
"16876",7
"16877",4
"16878",4
"16879",4
"16880",6
"16881",4
"16882",4
"16883",4
"16884",5
"16885",4
"16886",4
"16887",2
"16888",4
"16889",1
"16890",4
"16891",5
"16892",4
"16893",1
"16894",9
"16895",4
"16896",4
"16897",1
"16898",4
"16899",4
"16900",5
"16901",5
"16902",4
"16903",1
"16904",2
"16905",4
"16906",4
"16907",5
"16908",4
"16909",5
"16910",6
"16911",5
"16912",6
"16913",4
"16914",4
"16915",4
"16916",4
"16917",4
"16918",1
"16919",5
"16920",5
"16921",5
"16922",4
"16923",4
"16924",6
"16925",4
"16926",4
"16927",4
"16928",4
"16929",9
"16930",1
"16931",4
"16932",4
"16933",4
"16934",4
"16935",8
"16936",5
"16937",4
"16938",1
"16939",4
"16940",5
"16941",5
"16942",5
"16943",5
"16944",1
"16945",1
"16946",1
"16947",4
"16948",6
"16949",6
"16950",1
"16951",4
"16952",6
"16953",4
"16954",5
"16955",9
"16956",5
"16957",4
"16958",4
"16959",4
"16960",4
"16961",1
"16962",4
"16963",4
"16964",9
"16965",4
"16966",4
"16967",5
"16968",4
"16969",4
"16970",4
"16971",6
"16972",4
"16973",4
"16974",4
"16975",1
"16976",6
"16977",4
"16978",6
"16979",1
"16980",5
"16981",4
"16982",1
"16983",4
"16984",4
"16985",1
"16986",4
"16987",6
"16988",4
"16989",4
"16990",6
"16991",4
"16992",9
"16993",4
"16994",2
"16995",8
"16996",4
"16997",4
"16998",8
"16999",4
"17000",5
"17001",4
"17002",6
"17003",4
"17004",4
"17005",5
"17006",1
"17007",6
"17008",4
"17009",4
"17010",4
"17011",4
"17012",4
"17013",5
"17014",4
"17015",4
"17016",4
"17017",4
"17018",6
"17019",1
"17020",4
"17021",4
"17022",4
"17023",1
"17024",4
"17025",5
"17026",5
"17027",6
"17028",6
"17029",5
"17030",1
"17031",1
"17032",4
"17033",4
"17034",5
"17035",9
"17036",6
"17037",4
"17038",4
"17039",4
"17040",4
"17041",4
"17042",1
"17043",8
"17044",4
"17045",4
"17046",5
"17047",4
"17048",4
"17049",1
"17050",1
"17051",4
"17052",6
"17053",4
"17054",4
"17055",4
"17056",4
"17057",4
"17058",4
"17059",6
"17060",4
"17061",4
"17062",4
"17063",6
"17064",1
"17065",8
"17066",5
"17067",1
"17068",5
"17069",5
"17070",4
"17071",4
"17072",4
"17073",6
"17074",4
"17075",9
"17076",4
"17077",1
"17078",4
"17079",6
"17080",6
"17081",1
"17082",6
"17083",5
"17084",1
"17085",4
"17086",6
"17087",4
"17088",1
"17089",6
"17090",4
"17091",5
"17092",6
"17093",4
"17094",4
"17095",4
"17096",4
"17097",1
"17098",4
"17099",4
"17100",4
"17101",5
"17102",4
"17103",6
"17104",5
"17105",4
"17106",1
"17107",4
"17108",5
"17109",6
"17110",4
"17111",9
"17112",6
"17113",4
"17114",4
"17115",4
"17116",4
"17117",4
"17118",4
"17119",7
"17120",6
"17121",4
"17122",5
"17123",1
"17124",5
"17125",6
"17126",4
"17127",5
"17128",4
"17129",4
"17130",4
"17131",4
"17132",4
"17133",4
"17134",5
"17135",3
"17136",4
"17137",4
"17138",1
"17139",5
"17140",6
"17141",4
"17142",4
"17143",9
"17144",4
"17145",4
"17146",4
"17147",1
"17148",5
"17149",6
"17150",4
"17151",2
"17152",4
"17153",5
"17154",4
"17155",1
"17156",6
"17157",4
"17158",1
"17159",7
"17160",4
"17161",6
"17162",6
"17163",4
"17164",6
"17165",4
"17166",4
"17167",4
"17168",6
"17169",4
"17170",6
"17171",6
"17172",4
"17173",5
"17174",1
"17175",6
"17176",5
"17177",6
"17178",4
"17179",4
"17180",5
"17181",4
"17182",7
"17183",4
"17184",1
"17185",4
"17186",4
"17187",4
"17188",4
"17189",5
"17190",5
"17191",6
"17192",4
"17193",4
"17194",4
"17195",4
"17196",9
"17197",4
"17198",6
"17199",5
"17200",5
"17201",4
"17202",4
"17203",4
"17204",4
"17205",1
"17206",6
"17207",5
"17208",2
"17209",6
"17210",4
